Airline,Source airport,Destination airport,Source region,Destination region
WN,SLC,MDW,US-West,US-Midwest
WN,SLC,OAK,US-West,US-West
WN,SLC,PDX,US-West,US-West
WN,SLC,PHX,US-West,US-West
WN,SLC,SEA,US-West,US-West
WN,SMF,BUR,US-West,US-West
WN,SMF,DEN,US-West,US-West
WN,SMF,LAS,US-West,US-West
WN,SMF,LAX,US-West,US-West
WN,SMF,MDW,US-West,US-Midwest
WN,SMF,ONT,US-West,US-West
WN,SMF,PDX,US-West,US-West
WN,SMF,PHX,US-West,US-West
WN,SMF,SAN,US-West,US-West
WN,SMF,SEA,US-West,US-West
WN,SMF,SNA,US-West,US-West
WN,SNA,DEN,US-West,US-West
WN,SNA,HOU,US-West,US-Texas
WN,SNA,LAS,US-West,US-West
WN,SNA,OAK,US-West,US-West
WN,SNA,PHX,US-West,US-West
WN,SNA,SFO,US-West,US-West
WN,SNA,SJC,US-West,US-West
WN,SNA,SMF,US-West,US-West
WN,STL,ATL,US-Midwest,US-Southeast
WN,STL,BNA,US-Midwest,US-Southeast
WN,STL,BOS,US-Midwest,US-Northeast
WN,STL,BWI,US-Midwest,US-Northeast
WN,STL,CMH,US-Midwest,US-Midwest
WN,STL,DAL,US-Midwest,US-Texas
WN,STL,DCA,US-Midwest,US-Northeast
WN,STL,DEN,US-Midwest,US-West
WN,STL,DTW,US-Midwest,US-Midwest
WN,STL,ECP,US-Midwest,US-Southeast
WN,STL,EWR,US-Midwest,US-Northeast
WN,STL,FLL,US-Midwest,US-Southeast
WN,STL,GRR,US-Midwest,US-Midwest
WN,STL,HOU,US-Midwest,US-Texas
WN,STL,LAS,US-Midwest,US-West
WN,STL,LAX,US-Midwest,US-West
WN,STL,LGA,US-Midwest,US-Northeast
WN,STL,MCI,US-Midwest,US-Midwest
WN,STL,MCO,US-Midwest,US-Southeast
WN,STL,MDW,US-Midwest,US-Midwest
WN,STL,MKE,US-Midwest,US-Midwest
WN,STL,MSP,US-Midwest,US-Midwest
WN,STL,MSY,US-Midwest,US-Southeast
WN,STL,OKC,US-Midwest,US-Midwest
WN,STL,OMA,US-Midwest,US-Midwest
WN,STL,PHL,US-Midwest,US-Northeast
WN,STL,PHX,US-Midwest,US-West
WN,STL,RDU,US-Midwest,US-Southeast
WN,STL,RSW,US-Midwest,US-Southeast
WN,STL,SAN,US-Midwest,US-West
WN,STL,SAT,US-Midwest,US-Texas
WN,STL,TPA,US-Midwest,US-Southeast
WN,STL,TUL,US-Midwest,US-Midwest
WN,TPA,ALB,US-Southeast,US-Northeast
WN,TPA,ATL,US-Southeast,US-Southeast
WN,TPA,AUS,US-Southeast,US-Texas
WN,TPA,BDL,US-Southeast,US-Northeast
WN,TPA,BHM,US-Southeast,US-Southeast
WN,TPA,BNA,US-Southeast,US-Southeast
WN,TPA,BUF,US-Southeast,US-Northeast
WN,TPA,BWI,US-Southeast,US-Northeast
WN,TPA,CAK,US-Southeast,US-Northeast
WN,TPA,CMH,US-Southeast,US-Midwest
WN,TPA,DAY,US-Southeast,US-Midwest
WN,TPA,DEN,US-Southeast,US-West
WN,TPA,EYW,US-Southeast,US-Southeast
WN,TPA,FLL,US-Southeast,US-Southeast
WN,TPA,FNT,US-Southeast,US-Midwest
WN,TPA,GRR,US-Southeast,US-Midwest
WN,TPA,HOU,US-Southeast,US-Texas
WN,TPA,IND,US-Southeast,US-Midwest
WN,TPA,ISP,US-Southeast,US-Northeast
WN,TPA,LAS,US-Southeast,US-West
WN,TPA,MCI,US-Southeast,US-Midwest
WN,TPA,MDW,US-Southeast,US-Midwest
WN,TPA,MEM,US-Southeast,US-Southeast
WN,TPA,MHT,US-Southeast,US-Northeast
WN,TPA,MKE,US-Southeast,US-Midwest
WN,TPA,MSY,US-Southeast,US-Southeast
WN,TPA,PHL,US-Southeast,US-Northeast
WN,TPA,PHX,US-Southeast,US-West
WN,TPA,PIT,US-Southeast,US-Northeast
WN,TPA,PVD,US-Southeast,US-Northeast
WN,TPA,RDU,US-Southeast,US-Southeast
WN,TPA,ROC,US-Southeast,US-Northeast
WN,TPA,SAT,US-Southeast,US-Texas
WN,TPA,SDF,US-Southeast,US-Southeast
WN,TPA,SJU,US-Southeast,Caribbean
WN,TPA,STL,US-Southeast,US-Midwest
WN,TUL,DAL,US-Midwest,US-Texas
WN,TUL,DEN,US-Midwest,US-West
WN,TUL,HOU,US-Midwest,US-Texas
WN,TUL,LAS,US-Midwest,US-West
WN,TUL,MDW,US-Midwest,US-Midwest
WN,TUL,PHX,US-Midwest,US-West
WN,TUL,STL,US-Midwest,US-Midwest
WN,TUS,DEN,US-West,US-West
WN,TUS,LAS,US-West,US-West
WN,TUS,LAX,US-West,US-West
WN,TUS,MDW,US-West,US-Midwest
WN,TUS,SAN,US-West,US-West
